,speech,date,president,charindex,target,wordcount,context
1419,139,1931-12-08 00:00:00,Herbert Hoover,19046,unemployment,5936,"... go further than these limits in either expenditures, taxes, or borrowing will destroy confidence, denude commerce and industry of its resources, jeopardize the financial system, and actually extend unemployment and demoralize agriculture rather than relieve it. FEDERAL LAND BANKS I recommend that the Congress authorize the subscription by the Treasury of further capital to the Federal land ..."
1420,139,1931-12-08 00:00:00,Herbert Hoover,26099,unemployment,5936,"... and the public. In recent years there has been continued demoralization in the bituminous coal, oil, and lumber industries. I again commend the matter to the consideration of the Congress. UNEMPLOYMENT As an aid to unemployment the Federal Government is engaged in the greatest program of public-building, harbor, flood-control, highway, waterway, aviation, merchant and naval ship ..."
1421,139,1931-12-08 00:00:00,Herbert Hoover,26126,unemployment,5936,"... recent years there has been continued demoralization in the bituminous coal, oil, and lumber industries. I again commend the matter to the consideration of the Congress. UNEMPLOYMENT As an aid to unemployment the Federal Government is engaged in the greatest program of public-building, harbor, flood-control, highway, waterway, aviation, merchant and naval ship construction in all history. ..."
1422,139,1931-12-08 00:00:00,Herbert Hoover,26769,unemployment,5936,"... to veterans it is estimated that the Federal taxpayer is now directly contributing to the livelihood of 10,000,000 of our citizens. We must avoid burdens upon the Government which will create more unemployment in private industry than can be gained by further expansion of employment by the Federal Government. We can now stimulate employment and agriculture more effectually and speedily ..."
1423,139,1931-12-08 00:00:00,Herbert Hoover,27315,unemployment,5936,... through an emergency finance corporation and the rehabilitation of the railways and other such directions. I am opposed to any direct or indirect Government dole. The breakdown and increased unemployment in Europe is due in part to such practices. Our people are providing against distress from unemployment in true American fashion by a magnificent response to public appeal and by action ...
1424,139,1931-12-08 00:00:00,Herbert Hoover,27419,unemployment,5936,... I am opposed to any direct or indirect Government dole. The breakdown and increased unemployment in Europe is due in part to such practices. Our people are providing against distress from unemployment in true American fashion by a magnificent response to public appeal and by action of the local governments. GENERAL LEGISLATION There are many other subjects requiring legislative ...
1425,140,1932-12-06 00:00:00,Herbert Hoover,3127,employment,1063,"... business indicators show the general economic movement during the past eleven months. MONTHLY BUSINESS INDICES WITH SEASONAL VARIATIONS ELIMINATED Year and Month - Industrial Production - Factory Employment - Freight-car loadings - Department Store sales, value - Exports, value - Imports, value - Building Contracts, all types - Industrial Electric power consumption 1931 - - - - - - - - ..."
1426,140,1932-12-06 00:00:00,Herbert Hoover,4327,employment,1063,"... by the Federal Reserve System and the Reconstruction Finance Corporation has been of incalculable value. The loans of the latter for reproductive works, and to railways for the creation of employment; its support of the credit structure through loans to banks, insurance companies, railways, building and loan associations, and to agriculture has protected the savings and insurance ..."
1427,140,1932-12-06 00:00:00,Herbert Hoover,5109,employment,1063,"... Beyond this, the extensive organization of the country in voluntary action has produced profound results. The following table indicates direct expenditures of the Federal Government in aid to unemployment, agriculture, and financial relief over the past four years. The sums applied to financial relief multiply themselves many fold, being in considerable measure the initial capital supplied ..."
1428,140,1932-12-06 00:00:00,Herbert Hoover,1017,individual,1063,"... the acceptance of its results furnish abundant proof of the strength of our institutions. In the face of widespread hardship our people have demonstrated daily a magnificent sense of humanity, of individual and community responsibility for the welfare of the less fortunate. They have grown in their conceptions and organization for cooperative action for the common welfare. In the provision ..."
1429,140,1932-12-06 00:00:00,Herbert Hoover,5107,unemployment,1063,"... aid. Beyond this, the extensive organization of the country in voluntary action has produced profound results. The following table indicates direct expenditures of the Federal Government in aid to unemployment, agriculture, and financial relief over the past four years. The sums applied to financial relief multiply themselves many fold, being in considerable measure the initial capital ..."
1430,141,1934-01-03 00:00:00,Franklin D. Roosevelt,4712,employment,2359,"... protection can be assured to guarantee to labor adequate pay and proper conditions of work. Child labor is abolished. Uniform standards of hours and wages apply today to 95 percent of industrial employment within the field of the National Industrial Recovery Act. We seek the definite end of preventing combinations in furtherance of monopoly and in restraint of trade, while at the same time ..."
1431,141,1934-01-03 00:00:00,Franklin D. Roosevelt,7160,employment,2359,"... life. We recognize the great ultimate cost of the application of this rounded policy to every part off the Union. Today we are creating heavy obligations to start the work because of the great unemployment needs of the moment. I look forward, however, to the time in the not distant future, when annual appropriations, wholly covered by current revenue, will enable the work to proceed under a ..."
1432,141,1934-01-03 00:00:00,Franklin D. Roosevelt,10781,employment,2359,"... illegal traffic in liquor. I shall continue to regard it as my duty to use whatever means may be necessary to supplement State, local and private agencies for the relief of suffering caused by unemployment. With respect to this question, I have recognized the dangers inherent in the direct giving of relief and have sought the means to provide not mere relief, but the opportunity for useful ..."
1433,141,1934-01-03 00:00:00,Franklin D. Roosevelt,11172,employment,2359,"... and remunerative work. We shall, in the process of recovery, seek to move as rapidly as possible from direct relief to publicly supported work and from that to the rapid restoration of private employment. It is to the eternal credit of the American people that this tremendous readjustment of our national life is being accomplished peacefully, without serious dislocation, with only a ..."
1434,141,1934-01-03 00:00:00,Franklin D. Roosevelt,519,equal,2359,"... like myself, have been selected to carry out a mandate of the whole people, in order that without partisanship you and I may cooperate to continue the restoration of our national wellbeing and, equally important, to build on the ruins of the past a new structure designed better to meet the present problems of modern civilization. Such a structure includes not only the relations of ..."
1435,141,1934-01-03 00:00:00,Franklin D. Roosevelt,2273,exploitation,2359,"... of many citizens that they surrender certain licenses to do as they please in their business relationships; but we have asked this in exchange for the protection which the State can give against exploitation by their fellow men or by combinations of their fellow men. I congratulate this Congress upon the courage, the earnestness and the efficiency with which you met the crisis at the ..."
1436,141,1934-01-03 00:00:00,Franklin D. Roosevelt,12411,exploitation,2359,"... industrial market place equipped with sufficient organization to insist upon fair prices and honest sales. But the unnecessary expansion of industrial plants, the waste of natural resources, the exploitation of the consumers of natural monopolies, the accumulation of stagnant surpluses, child labor, and the ruthless exploitation of all labor, the encouragement of speculation with other ..."
1437,141,1934-01-03 00:00:00,Franklin D. Roosevelt,12534,exploitation,2359,"... expansion of industrial plants, the waste of natural resources, the exploitation of the consumers of natural monopolies, the accumulation of stagnant surpluses, child labor, and the ruthless exploitation of all labor, the encouragement of speculation with other people's money, these were consumed in the fires that they themselves kindled; we must make sure that as we reconstruct our ..."
1438,141,1934-01-03 00:00:00,Franklin D. Roosevelt,818,individual,2359,"... problems of modern civilization. Such a structure includes not only the relations of industry and agriculture and finance to each other but also the effect which all of these three have on our individual citizens and on the whole people as a Nation. Now that we are definitely in the process of recovery, lines have been rightly drawn between those to whom this recovery means a return to ..."
1439,141,1934-01-03 00:00:00,Franklin D. Roosevelt,9782,individual,2359,"... have shocked those who believed that we were in the past generation raising the ethical standards of business. They call for stringent preventive or regulatory measures. I am speaking of those individuals who have evaded the spirit and purpose of our tax laws, of those high officials of banks or corporations who have grown rich at the expense of their stockholders or the public, of those ..."
1440,141,1934-01-03 00:00:00,Franklin D. Roosevelt,2000,justice,2359,"... They recognize that human welfare has not increased and does not increase through mere materialism and luxury, but that it does progress through integrity, unselfishness, responsibility and justice. In the past few months, as a result of our action, we have demanded of many citizens that they surrender certain licenses to do as they please in their business relationships; but we have ..."
1441,141,1934-01-03 00:00:00,Franklin D. Roosevelt,11379,justice,2359,"... It is to the eternal credit of the American people that this tremendous readjustment of our national life is being accomplished peacefully, without serious dislocation, with only a minimum of injustice and with a great, willing spirit of cooperation throughout the country. Disorder is not an American habit. Self-help and self-control are the essence of the American tradition--not of ..."
1442,141,1934-01-03 00:00:00,Franklin D. Roosevelt,4559,labor,2359,"... been restored to work, but industry is organizing itself with a greater understanding that reasonable profits can be earned while at the same time protection can be assured to guarantee to labor adequate pay and proper conditions of work. Child labor is abolished. Uniform standards of hours and wages apply today to 95 percent of industrial employment within the field of the National ..."
1443,141,1934-01-03 00:00:00,Franklin D. Roosevelt,4615,labor,2359,... itself with a greater understanding that reasonable profits can be earned while at the same time protection can be assured to guarantee to labor adequate pay and proper conditions of work. Child labor is abolished. Uniform standards of hours and wages apply today to 95 percent of industrial employment within the field of the National Industrial Recovery Act. We seek the definite end of ...
1444,141,1934-01-03 00:00:00,Franklin D. Roosevelt,5265,labor,2359,"... case is the public itself. Under the authority of this Congress, we have brought the component parts of each industry together around a common table, just as we have brought problems affecting labor to a common meeting ground. Though the machinery, hurriedly devised, may need readjustment from time to time, nevertheless I think you will agree with me that we have created a permanent ..."
1445,141,1934-01-03 00:00:00,Franklin D. Roosevelt,12510,labor,2359,"... sales. But the unnecessary expansion of industrial plants, the waste of natural resources, the exploitation of the consumers of natural monopolies, the accumulation of stagnant surpluses, child labor, and the ruthless exploitation of all labor, the encouragement of speculation with other people's money, these were consumed in the fires that they themselves kindled; we must make sure that ..."
1446,141,1934-01-03 00:00:00,Franklin D. Roosevelt,12554,labor,2359,"... industrial plants, the waste of natural resources, the exploitation of the consumers of natural monopolies, the accumulation of stagnant surpluses, child labor, and the ruthless exploitation of all labor, the encouragement of speculation with other people's money, these were consumed in the fires that they themselves kindled; we must make sure that as we reconstruct our life there be no soil ..."
1447,141,1934-01-03 00:00:00,Franklin D. Roosevelt,6827,poor,2359,"... through carefully planned flood control, power development and land-use policies in the Tennessee Valley and in other, great watersheds, we are seeking the elimination of waste, the removal of poor lands from agriculture and the encouragement of small local industries, thus furthering this principle of a better balanced national life. We recognize the great ultimate cost of the ..."
1448,141,1934-01-03 00:00:00,Franklin D. Roosevelt,10126,poor,2359,"... of their stockholders or the public, of those reckless speculators with their own or other people's money whose operations have injured the values of the farmers' crops and the savings of the poor. In the other category, crimes of organized banditry, coldblooded shooting, lynching and kidnapping have threatened our security. These violations of ethics and these violations of law call ..."
1449,141,1934-01-03 00:00:00,Franklin D. Roosevelt,7158,unemployment,2359,"... life. We recognize the great ultimate cost of the application of this rounded policy to every part off the Union. Today we are creating heavy obligations to start the work because of the great unemployment needs of the moment. I look forward, however, to the time in the not distant future, when annual appropriations, wholly covered by current revenue, will enable the work to proceed under ..."
1450,141,1934-01-03 00:00:00,Franklin D. Roosevelt,10779,unemployment,2359,"... the illegal traffic in liquor. I shall continue to regard it as my duty to use whatever means may be necessary to supplement State, local and private agencies for the relief of suffering caused by unemployment. With respect to this question, I have recognized the dangers inherent in the direct giving of relief and have sought the means to provide not mere relief, but the opportunity for ..."
1451,142,1935-01-04 00:00:00,Franklin D. Roosevelt,19003,candor,3737,"... relief work, I cannot say too much. I do not think any country could show a higher average of cheerful and even enthusiastic team-work than has been shown by these men and women. I cannot with candor tell you that general international relationships outside the borders of the United States are improved. On the surface of things many old jealousies are resurrected, old passions aroused; ..."
1452,142,1935-01-04 00:00:00,Franklin D. Roosevelt,6514,distribution,3737,"... under the conditions that now surround them. To this end we are ready to begin to meet this problem--the intelligent care of population throughout our Nation, in accordance with an intelligent distribution of the means of livelihood for that population. A definite program for putting people to work, of which I shall speak in a moment, is a component part of this greater program of ..."
1453,142,1935-01-04 00:00:00,Franklin D. Roosevelt,7214,employment,3737,"... time has come for action by the national Government. I shall send to you, in a few days, definite recommendations based on these studies. These recommendations will cover the broad subjects of unemployment insurance and old age insurance, of benefits for children, form others, for the handicapped, for maternity care and for other aspects of dependency and illness where a beginning can now ..."
1454,142,1935-01-04 00:00:00,Franklin D. Roosevelt,8765,employment,3737,"... The purpose of the National Industrial Recovery Act to provide work for more people succeeded in a substantial manner within the first few months of its life, and the Act has continued to maintain employment gains and greatly improved working conditions in industry. The program of public works provided for in the Recovery Act launched the Federal Government into a task for which there was ..."
1455,142,1935-01-04 00:00:00,Franklin D. Roosevelt,9041,employment,3737,... of public works provided for in the Recovery Act launched the Federal Government into a task for which there was little time to make preparation and little American experience to follow. Great employment has been given and is being given by these works. More than two billions of dollars have also been expended in direct relief to the destitute. Local agencies of necessity determined the ...
1456,142,1935-01-04 00:00:00,Franklin D. Roosevelt,12619,employment,3737,"... this task and we shall not shrink from it in the future. It is a duty dictated by every intelligent consideration of national policy to ask you to make it possible for the United States to give employment to all of these three and one half million employable people now on relief, pending their absorption in a rising tide of private employment. It is my thought that with the exception of ..."
1457,142,1935-01-04 00:00:00,Franklin D. Roosevelt,12759,employment,3737,"... ask you to make it possible for the United States to give employment to all of these three and one half million employable people now on relief, pending their absorption in a rising tide of private employment. It is my thought that with the exception of certain of the normal public building operations of the Government, all emergency public works shall be united in a single new and greatly ..."
1458,142,1935-01-04 00:00:00,Franklin D. Roosevelt,13290,employment,3737,"... authority which will be charged with the orderly liquidation of our present relief activities and the substitution of a national chart for the giving of work. This new program of emergency public employment should be governed by a number of practical principles. (1) All work undertaken should be useful--not just for a day, or a year, but useful in the sense that it affords permanent ..."
1459,142,1935-01-04 00:00:00,Franklin D. Roosevelt,13820,employment,3737,"... in the form of security payments which should be larger than the amount now received as a relief dole, but at the same time not so large as to encourage the rejection of opportunities for private employment or the leaving of private employment to engage in Government work. (3) Projects should be undertaken on which a large percentage of direct labor can be used. (4) Preference should be ..."
1460,142,1935-01-04 00:00:00,Franklin D. Roosevelt,13857,employment,3737,"... should be larger than the amount now received as a relief dole, but at the same time not so large as to encourage the rejection of opportunities for private employment or the leaving of private employment to engage in Government work. (3) Projects should be undertaken on which a large percentage of direct labor can be used. (4) Preference should be given to those projects which will be ..."
1461,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14632,employment,3737,"... in most instances would not now be undertaken. (6) The planning of projects would seek to assure work during the coming fiscal year to the individuals now on relief, or until such time as private employment is available. In order to make adjustment to increasing private employment, work should be planned with a view to tapering it off in proportion to the speed with which the emergency ..."
1462,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14707,employment,3737,"... would seek to assure work during the coming fiscal year to the individuals now on relief, or until such time as private employment is available. In order to make adjustment to increasing private employment, work should be planned with a view to tapering it off in proportion to the speed with which the emergency workers are offered positions with private employers. (7) Effort should be made ..."
1463,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14962,employment,3737,"... it off in proportion to the speed with which the emergency workers are offered positions with private employers. (7) Effort should be made to locate projects where they will serve the greatest unemployment needs as shown by present relief rolls, and the broad program of the National Resources Board should be freely used for guidance in selection. Our ultimate objective being the enrichment ..."
1464,142,1935-01-04 00:00:00,Franklin D. Roosevelt,15492,employment,3737,"... the advantages of private capital. Ever since the adjournment of the 73d Congress, the Administration has been studying from every angle the possibility and the practicability of new forms of employment. As a result of these studies I have arrived at certain very definite convictions as to the amount of money that will be necessary for the sort of public projects that I have described. I ..."
1465,142,1935-01-04 00:00:00,Franklin D. Roosevelt,16730,employment,3737,... Government; and on many other projects which the Nation needs and cannot afford to neglect. This is the method which I propose to you in order that we may better meet this present-day problem of unemployment. Its greatest advantage is that it fits logically and usefully into the long-range permanent policy of providing the three types of security which constitute as a whole an American plan ...
1466,142,1935-01-04 00:00:00,Franklin D. Roosevelt,1066,equal,3737,"... distance on the road toward this new order. Materially, I can report to you substantial benefits to our agricultural population, increased industrial activity, and profits to our merchants. Of equal moment, there is evident a restoration of that spirit of confidence and faith which marks the American character. Let him, who, for speculative profit or partisan purpose, without just warrant ..."
1467,142,1935-01-04 00:00:00,Franklin D. Roosevelt,3688,equal,3737,"... us, for a moment, strip from our simple purpose the confusion that results from a multiplicity of detail and from millions of written and spoken words. We find our population suffering from old inequalities, little changed by vast sporadic remedies. In spite of our efforts and in spite of our talk, we have not weeded out the over privileged and we have not effectively lifted up the ..."
1468,142,1935-01-04 00:00:00,Franklin D. Roosevelt,4519,equal,3737,"... undue private power over private affairs and, to our misfortune, over public affairs as well. In building toward this end we do not destroy ambition, nor do we seek to divide our wealth into equal shares on stated occasions. We continue to recognize the greater ability of some to earn more than others. But we do assert that the ambition of the individual to obtain for him and his a ..."
1469,142,1935-01-04 00:00:00,Franklin D. Roosevelt,4674,individual,3737,"... nor do we seek to divide our wealth into equal shares on stated occasions. We continue to recognize the greater ability of some to earn more than others. But we do assert that the ambition of the individual to obtain for him and his a proper security, a reasonable leisure, and a decent living throughout life, is an ambition to be preferred to the appetite for great wealth and great power. I ..."
1470,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14575,individual,3737,"... work to the unemployed now on relief, these projects in most instances would not now be undertaken. (6) The planning of projects would seek to assure work during the coming fiscal year to the individuals now on relief, or until such time as private employment is available. In order to make adjustment to increasing private employment, work should be planned with a view to tapering it off ..."
1471,142,1935-01-04 00:00:00,Franklin D. Roosevelt,1631,justice,3737,"... order of the day. In every Nation economic problems, long in the making, have brought crises of many kinds for which the masters of old practice and theory were unprepared. In most Nations social justice, no longer a distant ideal, has become a definite goal, and ancient Governments are beginning to heed the call. Thus, the American people do not stand alone in the world in their desire for ..."
1472,142,1935-01-04 00:00:00,Franklin D. Roosevelt,3928,justice,3737,"... remedies. In spite of our efforts and in spite of our talk, we have not weeded out the over privileged and we have not effectively lifted up the underprivileged. Both of these manifestations of injustice have retarded happiness. No wise man has any intention of destroying what is known as the profit motive; because by the profit motive we mean the right by work to earn a decent livelihood ..."
1473,142,1935-01-04 00:00:00,Franklin D. Roosevelt,13971,labor,3737,... the rejection of opportunities for private employment or the leaving of private employment to engage in Government work. (3) Projects should be undertaken on which a large percentage of direct labor can be used. (4) Preference should be given to those projects which will be self-liquidating in the sense that there is a reasonable expectation that the Government will get its money back at ...
1474,142,1935-01-04 00:00:00,Franklin D. Roosevelt,20394,labor,3737,"... be reduced and limited by international accord. The ledger of the past year shows many more gains than losses. Let us not forget that, in addition to saving millions from utter destitution, child labor has been for the moment outlawed, thousands of homes saved to their owners and most important of all, the morale of the Nation has been restored. Viewing the year 1934 as a whole, you and I ..."
1475,142,1935-01-04 00:00:00,Franklin D. Roosevelt,7212,unemployment,3737,"... the time has come for action by the national Government. I shall send to you, in a few days, definite recommendations based on these studies. These recommendations will cover the broad subjects of unemployment insurance and old age insurance, of benefits for children, form others, for the handicapped, for maternity care and for other aspects of dependency and illness where a beginning can now ..."
1476,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14960,unemployment,3737,"... it off in proportion to the speed with which the emergency workers are offered positions with private employers. (7) Effort should be made to locate projects where they will serve the greatest unemployment needs as shown by present relief rolls, and the broad program of the National Resources Board should be freely used for guidance in selection. Our ultimate objective being the ..."
1477,142,1935-01-04 00:00:00,Franklin D. Roosevelt,16728,unemployment,3737,... Government; and on many other projects which the Nation needs and cannot afford to neglect. This is the method which I propose to you in order that we may better meet this present-day problem of unemployment. Its greatest advantage is that it fits logically and usefully into the long-range permanent policy of providing the three types of security which constitute as a whole an American plan ...
1478,142,1935-01-04 00:00:00,Franklin D. Roosevelt,10296,worker,3737,"... a narcotic, a subtle destroyer of the human spirit. It is inimical to the dictates of sound policy. It is in violation of the traditions of America. Work must be found for able-bodied but destitute workers. The Federal Government must and shall quit this business of relief. I am not willing that the vitality of our people be further sapped by the giving of cash, of market baskets, of a few ..."
1479,142,1935-01-04 00:00:00,Franklin D. Roosevelt,14825,worker,3737,"... employment is available. In order to make adjustment to increasing private employment, work should be planned with a view to tapering it off in proportion to the speed with which the emergency workers are offered positions with private employers. (7) Effort should be made to locate projects where they will serve the greatest unemployment needs as shown by present relief rolls, and the ..."
1480,143,1936-01-03 00:00:00,Franklin D. Roosevelt,20004,employment,4115,"... Second Session of the 74th Congress, that it is my belief based on existing laws that no new taxes, over and above the present taxes, are either advisable or necessary. National income increases; employment increases. Therefore, we can look forward to a reduction in the number of those citizens who are in need. Therefore, also, we can anticipate a reduction in our appropriations for relief. ..."
1481,143,1936-01-03 00:00:00,Franklin D. Roosevelt,6909,equal,4115,"... were content with the territorial limits of their respective Nations and were willing further to reduce their armed forces if every other Nation in the world would agree to do likewise. That is equally true today, and it is even more true today that world peace and world good-will are blocked by only 10 or 15 percent of the world's population. That is why efforts to reduce armies have thus ..."
1482,143,1936-01-03 00:00:00,Franklin D. Roosevelt,7717,equal,4115,"... disputes among all Nations. We have sought by every legitimate means to exert our moral influence against repression, against intolerance, against autocracy and in favor of freedom of expression, equality before the law, religious tolerance and popular rule. In the field of commerce we have undertaken to encourage a more reasonable interchange of the world's goods. In the field of ..."
1483,143,1936-01-03 00:00:00,Franklin D. Roosevelt,7717,equality,4115,"... disputes among all Nations. We have sought by every legitimate means to exert our moral influence against repression, against intolerance, against autocracy and in favor of freedom of expression, equality before the law, religious tolerance and popular rule. In the field of commerce we have undertaken to encourage a more reasonable interchange of the world's goods. In the field of ..."
1484,143,1936-01-03 00:00:00,Franklin D. Roosevelt,3988,individual,4115,"... many Nations, principally the smaller peoples, if left to themselves, would be content with their boundaries and willing to solve within themselves and in cooperation with their neighbors their individual problems, both economic and social. The rulers of those Nations, deep in their hearts, follow these peaceful and reasonable aspirations of their peoples. These rulers must remain ever ..."
1485,143,1936-01-03 00:00:00,Franklin D. Roosevelt,13625,individual,4115,... their true character presents itself. They steal the livery of great national constitutional ideals to serve discredited special interests. As guardians and trustees for great groups of individual stockholders they wrongfully seek to carry the property and the interests entrusted to them into the arena of partisan politics. They seek--this minority in business and industry--to ...
1486,143,1936-01-03 00:00:00,Franklin D. Roosevelt,17984,individual,4115,"... attack. But the challenge faced by this Congress is more menacing than merely a return to the past--bad as that would be. Our resplendent economic autocracy does not want to return to that individualism of which they prate, even though the advantages under that system went to the ruthless and the strong. They realize that in thirty-four months we have built up new instruments of ..."
1487,143,1936-01-03 00:00:00,Franklin D. Roosevelt,5331,justice,4115,"... them. But they do not have that access; lacking it they follow blindly and fervently the lead of those who seek autocratic power. Nations seeking expansion, seeking the rectification of injustices springing from former wars, or seeking outlets for trade, for population or even for their own peaceful contributions to the progress of civilization, fail to demonstrate that patience ..."
1488,143,1936-01-03 00:00:00,Franklin D. Roosevelt,5654,justice,4115,"... to the progress of civilization, fail to demonstrate that patience necessary to attain reasonable and legitimate objectives by peaceful negotiation or by an appeal to the finer instincts of world justice. They have therefore impatiently reverted to the old belief in the law of the sword, or to the fantastic conception that they, and they alone, are chosen to fulfill a mission and that all ..."
1489,143,1936-01-03 00:00:00,Franklin D. Roosevelt,14256,labor,4115,"... The principle that they would instill into government if they succeed in seizing power is well shown by the principles which many of them have instilled into their own affairs: autocracy toward labor, toward stockholders, toward consumers, toward public sentiment. Autocrats in smaller things, they seek autocracy in bigger things. ""By their fruits ye shall know them."" If these gentlemen ..."
1490,143,1936-01-03 00:00:00,Franklin D. Roosevelt,16365,labor,4115,"... will be willing to pay to your city or to your county a few grudging dollars to help maintain your soup kitchens?"" Shall we say to the children who have worked all day in the factories, ""Child labor is a local issue and so are your starvation wages; something to be solved or left unsolved by the jurisdiction of forty-eight States?"" Shall we say to the laborer, ""Your right to organize, ..."
1491,143,1936-01-03 00:00:00,Franklin D. Roosevelt,16527,labor,4115,"... all day in the factories, ""Child labor is a local issue and so are your starvation wages; something to be solved or left unsolved by the jurisdiction of forty-eight States?"" Shall we say to the laborer, ""Your right to organize, your relations with your employer have nothing to do with the public interest; if your employer will not even meet with you to discuss your problems and his, that ..."
1492,143,1936-01-03 00:00:00,Franklin D. Roosevelt,22259,labor,4115,"... of patience in service, of charity and of insight. I responded to the call however I could. I volunteered to give myself to my Master--the cause of humane and brave living. I studied, I loved, I labored, unsparingly and hopefully, to be worthy of my ..."
1493,143,1936-01-03 00:00:00,Franklin D. Roosevelt,8113,poor,4115,"... finance we have, so far as we are concerned, put an end to dollar diplomacy, to money grabbing, to speculation for the benefit of the powerful and the rich, at the expense of the small and the poor. As a consistent part of a clear policy, the United States is following a twofold neutrality toward any and all Nations which engage in wars that are not of immediate concern to the Americas. ..."
1494,144,1937-01-06 00:00:00,Franklin D. Roosevelt,8185,distribution,2888,"... at this time in placing the unemployment problem in a filing cabinet of finished business. Fluctuations in employment are tied to all other wasteful fluctuations in our mechanism of production and distribution. One of these wastes is speculation. In securities or commodities, the larger the volume of speculation, the wider become the upward and downward swings and the more certain the result ..."
1495,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7424,employment,2888,"... in meeting the expectations of the community has come through frequent amendment of the original statute. And, of course, the most far-reaching and the most inclusive problem of all is that of unemployment and the lack of economic balance of which unemployment is at once the result and the symptom. The immediate question of adequate relief for the needy unemployed who are capable of ..."
1496,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7479,employment,2888,"... through frequent amendment of the original statute. And, of course, the most far-reaching and the most inclusive problem of all is that of unemployment and the lack of economic balance of which unemployment is at once the result and the symptom. The immediate question of adequate relief for the needy unemployed who are capable of performing useful work, I shall discuss with the Congress ..."
1497,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7732,employment,2888,"... question of adequate relief for the needy unemployed who are capable of performing useful work, I shall discuss with the Congress during the coming months. The broader task of preventing unemployment is a matter of long-range evolutionary policy. To that we must continue to give our best thought and effort. We cannot assume that immediate industrial and commercial activity which ..."
1498,144,1937-01-06 00:00:00,Franklin D. Roosevelt,8017,employment,2888,... our best thought and effort. We cannot assume that immediate industrial and commercial activity which mitigates present pressures justifies the national Government at this time in placing the unemployment problem in a filing cabinet of finished business. Fluctuations in employment are tied to all other wasteful fluctuations in our mechanism of production and distribution. One of these ...
1499,144,1937-01-06 00:00:00,Franklin D. Roosevelt,8095,employment,2888,"... commercial activity which mitigates present pressures justifies the national Government at this time in placing the unemployment problem in a filing cabinet of finished business. Fluctuations in employment are tied to all other wasteful fluctuations in our mechanism of production and distribution. One of these wastes is speculation. In securities or commodities, the larger the volume of ..."
1500,144,1937-01-06 00:00:00,Franklin D. Roosevelt,9915,equal,2888,"... That decent conditions and adequate pay for labor, and just return for agriculture, can be secured through parallel and simultaneous action by forty-eight States is a proven impossibility. It is equally impossible to obtain curbs on monopoly, unfair trade practices and speculation by State action alone. There are those who, sincerely or insincerely, still cling to State action as a ..."
1501,144,1937-01-06 00:00:00,Franklin D. Roosevelt,4841,labor,2888,"... guarantee of bank deposits, protection for the investor in securities, the removal of the threat of agricultural surpluses, insistence on collective bargaining, the outlawing of sweat shops, child labor and unfair trade practices, and the beginnings of security for the aged and the worker. Nor was the recovery we sought merely a purposeless whirring of machinery. It is important, of course, ..."
1502,144,1937-01-06 00:00:00,Franklin D. Roosevelt,9490,labor,2888,"... know now that its difficulties arose from the fact that it tried to do too much. For example, it was unwise to expect the same agency to regulate the length of working hours, minimum wages, child labor and collective bargaining on the one hand and the complicated questions of unfair trade practices and business controls on the other. The statute of N.R.A. has been outlawed. The problems ..."
1503,144,1937-01-06 00:00:00,Franklin D. Roosevelt,9764,labor,2888,"... of unfair trade practices and business controls on the other. The statute of N.R.A. has been outlawed. The problems have not. They are still with us. That decent conditions and adequate pay for labor, and just return for agriculture, can be secured through parallel and simultaneous action by forty-eight States is a proven impossibility. It is equally impossible to obtain curbs on monopoly, ..."
1504,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7422,unemployment,2888,"... in meeting the expectations of the community has come through frequent amendment of the original statute. And, of course, the most far-reaching and the most inclusive problem of all is that of unemployment and the lack of economic balance of which unemployment is at once the result and the symptom. The immediate question of adequate relief for the needy unemployed who are capable of ..."
1505,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7477,unemployment,2888,"... through frequent amendment of the original statute. And, of course, the most far-reaching and the most inclusive problem of all is that of unemployment and the lack of economic balance of which unemployment is at once the result and the symptom. The immediate question of adequate relief for the needy unemployed who are capable of performing useful work, I shall discuss with the Congress ..."
1506,144,1937-01-06 00:00:00,Franklin D. Roosevelt,7730,unemployment,2888,"... immediate question of adequate relief for the needy unemployed who are capable of performing useful work, I shall discuss with the Congress during the coming months. The broader task of preventing unemployment is a matter of long-range evolutionary policy. To that we must continue to give our best thought and effort. We cannot assume that immediate industrial and commercial activity which ..."
1507,144,1937-01-06 00:00:00,Franklin D. Roosevelt,8015,unemployment,2888,... give our best thought and effort. We cannot assume that immediate industrial and commercial activity which mitigates present pressures justifies the national Government at this time in placing the unemployment problem in a filing cabinet of finished business. Fluctuations in employment are tied to all other wasteful fluctuations in our mechanism of production and distribution. One of these ...
